kjønn,utdanning,erfaring,arbeidssted,arbeidssituasjon,fag,lønn,bonus?
mann,3,3,Oslo,konsulent,frontend,800000,Ja
mann,5,3,Oslo,konsulent,frontend,800000,Nei
mann,5,3,Oslo,konsulent,frontend,820000,Nei
mann,4,3,Oslo,"in-house, privat sektor",frontend,900000,Nei
mann,5,3,Oslo,konsulent,frontend,900000,Ja
mann,3,3,Oslo,"in-house, privat sektor",frontend,975000,Nei
kvinne,3,2,Oslo,konsulent,frontend,600000,Nei
kvinne,1,2,Oslo,"in-house, privat sektor",frontend,600000,Nei
kvinne,3,2,Oslo,"in-house, privat sektor",frontend,650000,Ja
kvinne,3,2,Oslo,"in-house, privat sektor",frontend,670000,Nei
kvinne,5,2,Oslo,konsulent,frontend,671000,Nei
kvinne,0,2,Oslo,"in-house, privat sektor",frontend,700000,Ja
kvinne,2,2,Oslo,"in-house, privat sektor",frontend,738000,Ja
kvinne,0,2,Oslo,"in-house, privat sektor",frontend,825000,Ja
mann,5,2,Oslo,konsulent,frontend,610000,Nei
mann,2,2,Oslo,"in-house, privat sektor",frontend,624000,Nei
mann,5,2,Oslo,"in-house, offentlig/kommunal sektor",frontend,635200,Nei
mann,2,2,Oslo,"in-house, privat sektor",frontend,640000,Nei
mann,3,2,Oslo,konsulent,frontend,650000,Nei
mann,5,2,Oslo,konsulent,frontend,675000,Nei
mann,5,2,Oslo,konsulent,frontend,675000,Nei
mann,5,2,Oslo,konsulent,frontend,675000,Nei
mann,5,2,Oslo,konsulent,frontend,695000,Nei
mann,5,2,Oslo,konsulent,frontend,741200,Nei
mann,3,2,Oslo,"in-house, privat sektor",frontend,765000,Nei
mann,6,2,Oslo,"in-house, privat sektor",frontend,800000,Ja
annet / ønsker ikke oppgi,3,1,Oslo,"in-house, privat sektor",frontend,620000,Nei
kvinne,3,1,Oslo,konsulent,frontend,530000,Nei
kvinne,3,1,Oslo,konsulent,frontend,530000,Nei
kvinne,3,1,Oslo,"in-house, privat sektor",frontend,540000,Nei
kvinne,3,1,Oslo,"in-house, privat sektor",frontend,600000,Nei
kvinne,1,1,Oslo,"in-house, privat sektor",frontend,600000,Nei
kvinne,5,1,Oslo,"in-house, privat sektor",frontend,600000,Ja
kvinne,4,1,Oslo,"in-house, privat sektor",frontend,650000,Ja
kvinne,5,1,Oslo,konsulent,frontend,715000,Nei
mann,18,1,Oslo,"in-house, offentlig/kommunal sektor",frontend,590000,Nei
mann,3,1,Oslo,konsulent,frontend,600000,Nei
mann,5,1,Oslo,konsulent,frontend,610000,Nei
mann,5,1,Oslo,konsulent,frontend,610000,Nei
mann,5,1,Oslo,konsulent,frontend,630000,Nei
mann,1,1,Oslo,"in-house, privat sektor",frontend,650000,Ja
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",frontend,650000,Nei
mann,3,1,Oslo,"in-house, privat sektor",frontend,650000,Nei
mann,3,1,Oslo,"in-house, privat sektor",frontend,655000,Nei
mann,3,1,Oslo,"in-house, privat sektor",frontend,664000,Nei
mann,3,1,Oslo,"in-house, privat sektor",frontend,670000,Nei
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",frontend,750000,Nei
mann,2,1,Oslo,"in-house, privat sektor",frontend,800000,Ja
kvinne,5,0,Oslo,konsulent,frontend,630000,Nei
kvinne,5,0,Oslo,konsulent,frontend,640000,Nei
mann,3,0,Oslo,"in-house, privat sektor",frontend,550000,Nei
mann,3,0,Oslo,"in-house, privat sektor",frontend,550000,Nei
mann,3,0,Oslo,konsulent,frontend,555000,Ja
mann,3,0,Oslo,"in-house, privat sektor",frontend,580000,Nei
mann,3,0,Oslo,"in-house, offentlig/kommunal sektor",frontend,600000,Nei
mann,3,0,Oslo,"in-house, offentlig/kommunal sektor",frontend,605000,Nei
mann,3,0,Oslo,"in-house, privat sektor",frontend,620000,Nei
mann,5,0,Oslo,konsulent,frontend,630000,Nei
mann,17,28,Rogaland,konsulent,frontend,1100000,Ja
mann,0,24,Rogaland,konsulent,frontend,870000,Ja
mann,5,15,Rogaland,konsulent,frontend,920000,Ja
mann,4,12,Rogaland,"in-house, privat sektor",frontend,840000,Nei
mann,1,9,Rogaland,konsulent,frontend,850000,Ja
mann,3,8,Rogaland,"in-house, privat sektor",frontend,634000,Nei
mann,3,5,Rogaland,konsulent,frontend,800000,Ja
mann,2,4,Rogaland,"in-house, privat sektor",frontend,540000,Nei
mann,2,4,Rogaland,konsulent,frontend,800000,Ja
kvinne,2,3,Rogaland,"in-house, privat sektor",frontend,600000,Nei
kvinne,3,3,Rogaland,konsulent,frontend,680000,Ja
kvinne,3,3,Rogaland,konsulent,frontend,770000,Ja
mann,0,3,Rogaland,konsulent,frontend,430000,Nei
mann,5,3,Rogaland,konsulent,frontend,700000,Nei
mann,0,3,Rogaland,konsulent,frontend,760000,Ja
kvinne,5,2,Rogaland,konsulent,frontend,690000,Ja
mann,2,2,Rogaland,"in-house, privat sektor",frontend,600000,Nei
kvinne,3,1,Rogaland,konsulent,frontend,610000,Nei
mann,2,1,Rogaland,"in-house, privat sektor",frontend,650000,Ja
mann,3,0,Rogaland,konsulent,frontend,610000,Ja
mann,4,5,Troms og Finnmark,"in-house, privat sektor",frontend,567000,Nei
mann,2,5,Troms og Finnmark,"in-house, privat sektor",frontend,850000,Ja
mann,3,2,Troms og Finnmark,"in-house, privat sektor",frontend,685000,Nei
mann,0,30,Trøndelag,"in-house, offentlig/kommunal sektor",frontend,770000,Nei
mann,2,25,Trøndelag,"in-house, privat sektor",frontend,570000,Ja
mann,3,25,Trøndelag,"in-house, privat sektor",frontend,1050000,Ja
mann,2,24,Trøndelag,"in-house, privat sektor",frontend,680000,Ja
mann,0,12,Trøndelag,"in-house, privat sektor",frontend,700000,Nei
mann,3,12,Trøndelag,konsulent,frontend,1030000,Nei
mann,3,11,Trøndelag,"in-house, privat sektor",frontend,670000,Nei
kvinne,3,10,Trøndelag,konsulent,frontend,773800,Nei
mann,3,10,Trøndelag,"in-house, offentlig/kommunal sektor",frontend,780000,Nei
mann,3,9,Trøndelag,konsulent,frontend,1200000,Nei
mann,3,7,Trøndelag,"in-house, privat sektor",frontend,1000000,Ja
mann,3,6,Trøndelag,konsulent,frontend,750000,Ja
mann,1,4,Trøndelag,"in-house, privat sektor",frontend,600000,Nei
mann,2,4,Trøndelag,konsulent,frontend,710000,Nei
mann,3,4,Trøndelag,konsulent,frontend,1300000,Nei
mann,3,2,Trøndelag,"in-house, offentlig/kommunal sektor",frontend,600000,Nei
mann,5,2,Trøndelag,konsulent,frontend,790000,Nei
kvinne,2,1,Trøndelag,"in-house, privat sektor",frontend,620000,Nei
mann,5,1,Trøndelag,konsulent,frontend,730000,Ja
mann,5,1,Trøndelag,konsulent,frontend,766500,Nei
kvinne,5,0,Trøndelag,konsulent,frontend,635833,Nei
mann,5,10,utlandet,"in-house, privat sektor",frontend,800000,Nei
mann,3,10,utlandet,"in-house, privat sektor",frontend,1178000,Ja
mann,0,5,utlandet,"in-house, privat sektor",frontend,941000,Nei
mann,3,3,utlandet,"in-house, privat sektor",frontend,2200000,Ja
kvinne,0,2,utlandet,"in-house, privat sektor",frontend,820000,Nei
mann,0,20,Vestfold og Telemark,"in-house, privat sektor",frontend,810000,Nei
mann,3,20,Vestfold og Telemark,"in-house, privat sektor",frontend,930000,Nei
mann,2,19,Vestfold og Telemark,"in-house, privat sektor",frontend,819000,Nei
mann,5,18,Vestfold og Telemark,"in-house, privat sektor",frontend,1050000,Ja
kvinne,3,12,Vestfold og Telemark,"in-house, privat sektor",frontend,750000,Ja
kvinne,3,11,Vestfold og Telemark,konsulent,frontend,1100000,Ja
mann,5,10,Vestfold og Telemark,konsulent,frontend,900000,Ja
kvinne,3,6,Vestfold og Telemark,konsulent,frontend,760000,Nei
mann,3,6,Vestfold og Telemark,konsulent,frontend,730000,Ja
mann,3,4,Vestfold og Telemark,"in-house, privat sektor",frontend,593000,Nei
mann,0,4,Vestfold og Telemark,"in-house, privat sektor",frontend,600000,Ja
mann,5,4,Vestfold og Telemark,"in-house, privat sektor",frontend,620000,Nei
mann,3,4,Vestfold og Telemark,"in-house, privat sektor",frontend,700000,Nei
kvinne,3,3,Vestfold og Telemark,konsulent,frontend,610000,Nei
kvinne,3,3,Vestfold og Telemark,"in-house, privat sektor",frontend,655000,Nei
mann,1,3,Vestfold og Telemark,"in-house, privat sektor",frontend,550000,Nei
mann,3,3,Vestfold og Telemark,konsulent,frontend,600000,Nei
mann,1,3,Vestfold og Telemark,konsulent,frontend,720000,Ja
mann,3,2,Vestfold og Telemark,"in-house, privat sektor",frontend,650000,Nei
mann,4,0,Vestfold og Telemark,"in-house, privat sektor",frontend,750000,Ja
mann,3,23,Vestland,konsulent,frontend,1020000,Ja
kvinne,5,17,Vestland,konsulent,frontend,1100000,Nei
mann,3,17,Vestland,"in-house, privat sektor",frontend,1152500,Nei
mann,5,12,Vestland,konsulent,frontend,1320000,Nei
kvinne,3,10,Vestland,"in-house, privat sektor",frontend,975000,Ja
mann,5,9,Vestland,"in-house, privat sektor",frontend,1000000,Nei
mann,18,9,Vestland,"in-house, privat sektor",frontend,1200000,Nei
mann,4,7,Vestland,"in-house, privat sektor",frontend,690000,Nei
mann,3,7,Vestland,"in-house, privat sektor",frontend,840000,Nei
mann,5,7,Vestland,konsulent,frontend,1029000,Nei
kvinne,6,6,Vestland,"in-house, privat sektor",frontend,729000,Nei
mann,3,6,Vestland,"in-house, privat sektor",frontend,750000,Ja
kvinne,5,5,Vestland,"in-house, privat sektor",frontend,750000,Nei
kvinne,3,5,Vestland,"in-house, privat sektor",frontend,760000,Ja
mann,3,5,Vestland,"in-house, privat sektor",frontend,1034000,Ja
kvinne,5,4,Vestland,konsulent,frontend,798000,Nei
mann,3,4,Vestland,"in-house, privat sektor",frontend,890000,Ja
mann,5,4,Vestland,"in-house, privat sektor",frontend,890000,Ja
mann,4,4,Vestland,konsulent,frontend,950000,Ja
kvinne,3,3,Vestland,"in-house, privat sektor",frontend,600000,Nei
kvinne,3,3,Vestland,"in-house, privat sektor",frontend,680000,Nei
kvinne,2,3,Vestland,"in-house, privat sektor",frontend,730000,Nei
kvinne,3,3,Vestland,"in-house, privat sektor",frontend,790000,Nei
mann,3,3,Vestland,konsulent,frontend,580000,Nei
mann,2,3,Vestland,"in-house, privat sektor",frontend,620000,Nei
mann,5,3,Vestland,konsulent,frontend,692000,Nei
mann,3,3,Vestland,"in-house, privat sektor",frontend,720000,Nei
kvinne,5,2,Vestland,konsulent,frontend,770000,Ja
mann,0,2,Vestland,"in-house, privat sektor",frontend,450000,Nei
mann,3,2,Vestland,"in-house, privat sektor",frontend,675000,Ja
kvinne,3,1,Vestland,"in-house, privat sektor",frontend,650000,Nei
mann,0,1,Vestland,"in-house, privat sektor",frontend,370000,Nei
mann,3,1,Vestland,"in-house, offentlig/kommunal sektor",frontend,550000,Nei
mann,5,1,Vestland,konsulent,frontend,650000,Nei
mann,0,0,Vestland,"in-house, offentlig/kommunal sektor",frontend,520000,Nei
mann,6,27,Viken,"in-house, privat sektor",frontend,1100000,Nei
mann,3,19,Viken,frilans / selvstendig næringsdrivende,frontend,1800000,Ja
mann,4,15,Viken,"in-house, privat sektor",frontend,1150000,Nei
mann,5,14,Viken,"in-house, privat sektor",frontend,950000,Nei
mann,3,5,Viken,"in-house, privat sektor",frontend,800000,Nei
mann,3,5,Viken,konsulent,frontend,830000,Nei
mann,3,4,Viken,"in-house, privat sektor",frontend,642000,Nei
mann,3,4,Viken,konsulent,frontend,860000,Ja
mann,0,3,Viken,"in-house, privat sektor",frontend,460000,Nei
mann,2,3,Viken,"in-house, privat sektor",frontend,575000,Nei
mann,3,3,Viken,"in-house, privat sektor",frontend,690000,Nei
mann,4,2,Viken,"in-house, privat sektor",frontend,585000,Nei
mann,2,2,Viken,"in-house, privat sektor",frontend,675000,Ja
kvinne,2,1,Viken,"in-house, privat sektor",frontend,550000,Ja
mann,5,1,Viken,"in-house, privat sektor",frontend,750000,Ja
kvinne,3,0,Viken,konsulent,frontend,585000,Nei
mann,3,0,Viken,"in-house, offentlig/kommunal sektor",frontend,548600,Nei
mann,4,32,Agder,"in-house, privat sektor",fullstack,830000,Nei
mann,2,25,Agder,"in-house, privat sektor",fullstack,820000,Nei
mann,5,20,Agder,konsulent,fullstack,1000000,Nei
mann,3,15,Agder,konsulent,fullstack,1200000,Nei
mann,5,14,Agder,konsulent,fullstack,955000,Ja
mann,6,13,Agder,konsulent,fullstack,1050000,Nei
mann,0,12,Agder,"in-house, privat sektor",fullstack,850000,Nei
mann,5,11,Agder,"in-house, privat sektor",fullstack,870000,Nei
mann,3,10,Agder,konsulent,fullstack,750000,Ja
mann,5,10,Agder,"in-house, privat sektor",fullstack,920000,Nei
mann,3,8,Agder,konsulent,fullstack,930000,Ja
mann,0,7,Agder,konsulent,fullstack,936000,Ja
mann,0,6,Agder,"in-house, privat sektor",fullstack,550000,Nei
mann,1,6,Agder,"in-house, privat sektor",fullstack,795500,Nei
mann,0,5,Agder,"in-house, privat sektor",fullstack,557100,Nei
mann,3,5,Agder,"in-house, privat sektor",fullstack,906000,Nei
mann,4,5,Agder,konsulent,fullstack,958000,Nei
mann,5,4,Agder,konsulent,fullstack,750000,Ja
mann,5,4,Agder,konsulent,fullstack,800000,Ja
mann,3,3,Agder,konsulent,fullstack,650000,Ja
mann,3,3,Agder,"in-house, privat sektor",fullstack,700000,Nei
mann,17,3,Agder,"in-house, privat sektor",fullstack,760000,Ja
mann,3,3,Agder,"in-house, privat sektor",fullstack,780000,Ja
mann,3,2,Agder,"in-house, privat sektor",fullstack,500000,Ja
mann,3,2,Agder,konsulent,fullstack,600000,Nei
mann,3,2,Agder,"in-house, privat sektor",fullstack,620000,Ja
mann,3,2,Agder,konsulent,fullstack,630000,Nei
mann,3,1,Agder,frilans / selvstendig næringsdrivende,fullstack,300000,Nei
mann,4,1,Agder,konsulent,fullstack,550000,Nei
mann,4,35,Innlandet,"in-house, privat sektor",fullstack,900000,Nei
mann,4,28,Innlandet,frilans / selvstendig næringsdrivende,fullstack,1600000,Nei
mann,5,21,Innlandet,"in-house, privat sektor",fullstack,1000000,Nei
mann,0,21,Innlandet,"in-house, privat sektor",fullstack,1100000,Nei
mann,11,20,Innlandet,"in-house, privat sektor",fullstack,1270000,Nei
mann,5,19,Innlandet,"in-house, offentlig/kommunal sektor",fullstack,1000000,Nei
mann,5,18,Innlandet,konsulent,fullstack,1000000,Ja
mann,0,15,Innlandet,konsulent,fullstack,1250000,Nei
mann,2,11,Innlandet,"in-house, privat sektor",fullstack,900000,Nei
kvinne,5,10,Innlandet,"in-house, privat sektor",fullstack,879000,Ja
mann,3,10,Innlandet,frilans / selvstendig næringsdrivende,fullstack,936000,Nei
mann,0,6,Innlandet,frilans / selvstendig næringsdrivende,fullstack,450000,Nei
mann,3,5,Innlandet,"in-house, privat sektor",fullstack,630000,Nei
mann,5,5,Innlandet,"in-house, privat sektor",fullstack,680000,Nei
mann,4,5,Innlandet,konsulent,fullstack,720000,Nei
mann,3,4,Innlandet,konsulent,fullstack,930000,Ja
mann,0,4,Innlandet,frilans / selvstendig næringsdrivende,fullstack,1060000,Nei
mann,3,3,Innlandet,konsulent,fullstack,647500,Ja
kvinne,6,1,Innlandet,"in-house, privat sektor",fullstack,581000,Nei
mann,3,1,Innlandet,"in-house, offentlig/kommunal sektor",fullstack,600000,Nei
mann,0,0,Innlandet,konsulent,fullstack,520000,Ja
mann,5,20,Møre og Romsdal,konsulent,fullstack,750000,Nei
mann,5,20,Møre og Romsdal,konsulent,fullstack,760000,Ja
mann,2,20,Møre og Romsdal,"in-house, privat sektor",fullstack,1200000,Nei
mann,8,16,Møre og Romsdal,"in-house, privat sektor",fullstack,900000,Ja
mann,1,15,Møre og Romsdal,"in-house, privat sektor",fullstack,800000,Nei
mann,3,11,Møre og Romsdal,"in-house, privat sektor",fullstack,830000,Ja
mann,3,11,Møre og Romsdal,"in-house, privat sektor",fullstack,1000000,Nei
mann,7,10,Møre og Romsdal,"in-house, privat sektor",fullstack,500000,Ja
mann,5,9,Møre og Romsdal,konsulent,fullstack,845000,Ja
mann,5,9,Møre og Romsdal,"in-house, privat sektor",fullstack,1100000,Nei
mann,3,8,Møre og Romsdal,"in-house, privat sektor",fullstack,680000,Nei
mann,3,8,Møre og Romsdal,konsulent,fullstack,770000,Ja
mann,4,7,Møre og Romsdal,konsulent,fullstack,890000,Ja
mann,2,6,Møre og Romsdal,"in-house, privat sektor",fullstack,750000,Nei
kvinne,5,5,Møre og Romsdal,"in-house, privat sektor",fullstack,715000,Nei
mann,4,5,Møre og Romsdal,"in-house, privat sektor",fullstack,750000,Nei
kvinne,3,4,Møre og Romsdal,"in-house, privat sektor",fullstack,650000,Nei
mann,0,4,Møre og Romsdal,"in-house, privat sektor",fullstack,600000,Ja
mann,6,4,Møre og Romsdal,"in-house, privat sektor",fullstack,680000,Nei
mann,3,4,Møre og Romsdal,konsulent,fullstack,1000000,Nei
mann,3,3,Møre og Romsdal,"in-house, privat sektor",fullstack,574000,Nei
mann,3,3,Møre og Romsdal,"in-house, privat sektor",fullstack,579000,Ja
mann,2,3,Møre og Romsdal,"in-house, privat sektor",fullstack,600000,Nei
mann,0,3,Møre og Romsdal,"in-house, privat sektor",fullstack,900000,Nei
mann,3,2,Møre og Romsdal,"in-house, privat sektor",fullstack,528000,Nei
mann,5,1,Møre og Romsdal,konsulent,fullstack,640000,Nei
mann,6,38,Nordland,"in-house, privat sektor",fullstack,950000,Nei
mann,5,15,Nordland,"in-house, privat sektor",fullstack,870000,Nei
mann,3,12,Nordland,"in-house, privat sektor",fullstack,900000,Nei
mann,5,12,Nordland,"in-house, privat sektor",fullstack,1100000,Nei
mann,6,11,Nordland,"in-house, privat sektor",fullstack,1450000,Ja
mann,5,10,Nordland,frilans / selvstendig næringsdrivende,fullstack,2400000,Nei
mann,3,9,Nordland,"in-house, privat sektor",fullstack,705000,Nei
mann,3,9,Nordland,"in-house, privat sektor",fullstack,780000,Ja
mann,0,9,Nordland,"in-house, privat sektor",fullstack,800000,Ja
mann,20,9,Nordland,"in-house, privat sektor",fullstack,1350000,Ja
kvinne,3,7,Nordland,"in-house, privat sektor",fullstack,485000,Nei
mann,3,5,Nordland,"in-house, offentlig/kommunal sektor",fullstack,700000,Nei
mann,3,5,Nordland,konsulent,fullstack,700000,Nei
mann,1,4,Nordland,"in-house, privat sektor",fullstack,600000,Ja
mann,3,4,Nordland,"in-house, offentlig/kommunal sektor",fullstack,760000,Nei
mann,3,3,Nordland,"in-house, offentlig/kommunal sektor",fullstack,650000,Ja
mann,4,3,Nordland,"in-house, privat sektor",fullstack,650000,Nei
mann,5,3,Nordland,"in-house, privat sektor",fullstack,710000,Ja
mann,3,2,Nordland,"in-house, offentlig/kommunal sektor",fullstack,590000,Nei
mann,3,0,Nordland,"in-house, offentlig/kommunal sektor",fullstack,550000,Nei
mann,2,40,Oslo,"in-house, privat sektor",fullstack,1040000,Nei
mann,5,31,Oslo,"in-house, privat sektor",fullstack,1000000,Nei
mann,3,30,Oslo,konsulent,fullstack,2200000,Ja
mann,2,26,Oslo,"in-house, privat sektor",fullstack,990000,Nei
mann,3,26,Oslo,konsulent,fullstack,1250000,Nei
kvinne,5,25,Oslo,konsulent,fullstack,780000,Ja
mann,3,25,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,3,25,Oslo,"in-house, privat sektor",fullstack,680000,Nei
mann,3,25,Oslo,"in-house, privat sektor",fullstack,850000,Nei
mann,2,25,Oslo,"in-house, privat sektor",fullstack,1020000,Nei
mann,5,25,Oslo,"in-house, privat sektor",fullstack,1100000,Nei
mann,3,25,Oslo,konsulent,fullstack,1700000,Ja
kvinne,5,24,Oslo,"in-house, privat sektor",fullstack,766000,Nei
mann,3,24,Oslo,konsulent,fullstack,1000000,Nei
mann,4,24,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1000000,Nei
mann,6,24,Oslo,konsulent,fullstack,1300000,Nei
mann,3,24,Oslo,frilans / selvstendig næringsdrivende,fullstack,1800000,Ja
mann,5,24,Oslo,frilans / selvstendig næringsdrivende,fullstack,1900000,Nei
mann,6,24,Oslo,konsulent,fullstack,2300000,Ja
kvinne,3,22,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1021000,Nei
mann,5,21,Oslo,konsulent,fullstack,1350000,Ja
mann,5,20,Oslo,"in-house, privat sektor",fullstack,910000,Nei
mann,3,20,Oslo,"in-house, privat sektor",fullstack,950000,Nei
mann,6,20,Oslo,"in-house, offentlig/kommunal sektor",fullstack,975000,Nei
mann,6,20,Oslo,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,20,Oslo,konsulent,fullstack,1150000,Nei
mann,0,20,Oslo,frilans / selvstendig næringsdrivende,fullstack,1200000,Nei
mann,4,20,Oslo,konsulent,fullstack,1400000,Nei
mann,5,20,Oslo,konsulent,fullstack,1450000,Ja
mann,8,19,Oslo,konsulent,fullstack,1030000,Ja
mann,5,19,Oslo,"in-house, privat sektor",fullstack,1400000,Nei
mann,5,19,Oslo,konsulent,fullstack,2500000,Ja
annet / ønsker ikke oppgi,3,18,Oslo,"in-house, offentlig/kommunal sektor",fullstack,975000,Nei
kvinne,5,18,Oslo,konsulent,fullstack,1100000,Ja
kvinne,5,18,Oslo,konsulent,fullstack,1400000,Nei
mann,15,18,Oslo,"in-house, privat sektor",fullstack,928000,Nei
mann,3,18,Oslo,"in-house, privat sektor",fullstack,1100000,Nei
mann,4,18,Oslo,"in-house, privat sektor",fullstack,1100000,Nei
mann,5,18,Oslo,"in-house, privat sektor",fullstack,1380000,Ja
mann,9,18,Oslo,"in-house, privat sektor",fullstack,1450000,Ja
mann,3,18,Oslo,"in-house, privat sektor",fullstack,1700000,Ja
mann,5,18,Oslo,konsulent,fullstack,2000000,Nei
kvinne,5,17,Oslo,konsulent,fullstack,1000000,Ja
mann,3,17,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,5,17,Oslo,"in-house, privat sektor",fullstack,850000,Nei
mann,3,17,Oslo,"in-house, offentlig/kommunal sektor",fullstack,890700,Ja
mann,3,17,Oslo,"in-house, privat sektor",fullstack,955000,Nei
mann,6,17,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1000000,Nei
mann,3,17,Oslo,"in-house, privat sektor",fullstack,1005000,Ja
mann,0,17,Oslo,konsulent,fullstack,1200000,Nei
mann,5,17,Oslo,konsulent,fullstack,1400000,Nei
mann,3,16,Oslo,konsulent,fullstack,849000,Nei
mann,0,16,Oslo,"in-house, privat sektor",fullstack,1100000,Ja
mann,15,16,Oslo,konsulent,fullstack,1100000,Nei
mann,3,16,Oslo,konsulent,fullstack,1190000,Nei
mann,5,15,Oslo,konsulent,fullstack,600000,Ja
mann,5,15,Oslo,konsulent,fullstack,660000,Ja
mann,0,15,Oslo,"in-house, privat sektor",fullstack,680000,Ja
mann,3,15,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,2,15,Oslo,"in-house, offentlig/kommunal sektor",fullstack,800000,Nei
mann,5,15,Oslo,"in-house, privat sektor",fullstack,1000000,Nei
mann,7,15,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1000000,Nei
mann,5,15,Oslo,konsulent,fullstack,1150000,Nei
mann,5,15,Oslo,konsulent,fullstack,1200000,Nei
mann,3,15,Oslo,"in-house, privat sektor",fullstack,1450000,Nei
mann,0,15,Oslo,frilans / selvstendig næringsdrivende,fullstack,2300000,Nei
annet / ønsker ikke oppgi,4,14,Oslo,"in-house, privat sektor",fullstack,1050000,Ja
kvinne,5,14,Oslo,konsulent,fullstack,1145000,Nei
mann,5,14,Oslo,"in-house, offentlig/kommunal sektor",fullstack,972000,Nei
mann,3,14,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1010000,Nei
mann,3,14,Oslo,konsulent,fullstack,1075000,Ja
mann,7,14,Oslo,konsulent,fullstack,1200000,Nei
mann,3,14,Oslo,"in-house, privat sektor",fullstack,1350000,Nei
mann,5,14,Oslo,konsulent,fullstack,1400000,Nei
kvinne,5,13,Oslo,konsulent,fullstack,1165000,Nei
mann,3,13,Oslo,"in-house, privat sektor",fullstack,840000,Nei
mann,3,13,Oslo,"in-house, privat sektor",fullstack,1000000,Nei
mann,4,13,Oslo,"in-house, privat sektor",fullstack,1180000,Nei
mann,5,13,Oslo,konsulent,fullstack,1180000,Nei
mann,3,13,Oslo,konsulent,fullstack,1400000,Ja
mann,0,13,Oslo,konsulent,fullstack,2700000,Ja
kvinne,5,12,Oslo,konsulent,fullstack,1080000,Nei
mann,0,12,Oslo,"in-house, privat sektor",fullstack,850000,Nei
mann,5,12,Oslo,"in-house, offentlig/kommunal sektor",fullstack,850000,Nei
mann,5,12,Oslo,"in-house, offentlig/kommunal sektor",fullstack,875000,Nei
mann,0,12,Oslo,konsulent,fullstack,950000,Ja
mann,12,12,Oslo,frilans / selvstendig næringsdrivende,fullstack,1000000,Nei
mann,3,12,Oslo,konsulent,fullstack,1100000,Nei
mann,5,12,Oslo,konsulent,fullstack,1120000,Nei
mann,0,12,Oslo,konsulent,fullstack,1150000,Nei
mann,0,12,Oslo,"in-house, privat sektor",fullstack,1220000,Ja
mann,4,12,Oslo,"in-house, privat sektor",fullstack,1264650,Nei
mann,18,12,Oslo,konsulent,fullstack,1300000,Ja
mann,5,12,Oslo,konsulent,fullstack,1400000,Nei
mann,3,12,Oslo,frilans / selvstendig næringsdrivende,fullstack,2200000,Nei
mann,5,11,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1010000,Nei
mann,3,11,Oslo,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,11,Oslo,konsulent,fullstack,1050000,Nei
mann,3,11,Oslo,konsulent,fullstack,1100000,Ja
mann,7,11,Oslo,konsulent,fullstack,1100000,Ja
mann,5,11,Oslo,konsulent,fullstack,1100000,Nei
mann,5,11,Oslo,konsulent,fullstack,1300000,Ja
mann,4,11,Oslo,konsulent,fullstack,1500000,Ja
mann,5,11,Oslo,frilans / selvstendig næringsdrivende,fullstack,2400000,Nei
annet / ønsker ikke oppgi,18,10,Oslo,konsulent,fullstack,1100000,Ja
kvinne,3,10,Oslo,konsulent,fullstack,780000,Nei
kvinne,5,10,Oslo,konsulent,fullstack,1010000,Ja
mann,0,10,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,2,10,Oslo,"in-house, privat sektor",fullstack,950000,Nei
mann,5,10,Oslo,konsulent,fullstack,1000000,Nei
mann,5,10,Oslo,"in-house, privat sektor",fullstack,1030000,Nei
mann,5,10,Oslo,konsulent,fullstack,1050000,Ja
mann,5,10,Oslo,konsulent,fullstack,1080000,Nei
mann,5,10,Oslo,konsulent,fullstack,1100000,Nei
mann,3,10,Oslo,"in-house, privat sektor",fullstack,1130000,Nei
mann,0,10,Oslo,"in-house, privat sektor",fullstack,1200000,Ja
mann,3,10,Oslo,konsulent,fullstack,1300000,Ja
mann,5,10,Oslo,frilans / selvstendig næringsdrivende,fullstack,1500000,Ja
kvinne,3,9,Oslo,konsulent,fullstack,1000000,Nei
kvinne,5,9,Oslo,konsulent,fullstack,1050000,Nei
mann,3,9,Oslo,"in-house, offentlig/kommunal sektor",fullstack,670000,Nei
mann,0,9,Oslo,"in-house, privat sektor",fullstack,850000,Nei
mann,3,9,Oslo,"in-house, privat sektor",fullstack,850000,Ja
mann,3,9,Oslo,konsulent,fullstack,900000,Ja
mann,0,9,Oslo,konsulent,fullstack,920000,Nei
mann,3,9,Oslo,"in-house, privat sektor",fullstack,920000,Ja
mann,5,9,Oslo,"in-house, privat sektor",fullstack,1030000,Nei
mann,5,9,Oslo,konsulent,fullstack,1050000,Nei
mann,6,9,Oslo,konsulent,fullstack,1050000,Nei
